,code,name,subject_type,num_credits,period,course,language,content,mention,url,bibliography
10,614G01011,Algoritmos,Obligatoria,6,1,2,"Español, Gallego","


Tema
Subtema


Tema 1
Título del tema: Análisis de Algoritmos.
Código: T1
Presentación: En este primer tema se plantea el análisis de la complejidad de los algoritmos como uno de los principales objetivos del curso.
En síntesis, se trata de añadir a los criterios que ya deben resultar familiares, los de estructuración y de corrección de los programas, el de la eficiencia de los algoritmos. 
Unidades de contenido:
1. Análisis de la eficiencia de los algoritmos: Notaciones asintóticas, Modelo de computación, Verificación empírica del análisis.
2. Cálculo de los tiempos de ejecución: Análisis de los casos peor y medio, Cálculo de la O, Resolución de recurrencias. 


Tema 2
Título del tema: Estructuras de datos.
Código: T2
Presentación: En este segundo tema se propone una revisión de las estructuras de datos básicas (pilas, listas, colas, árboles, conjuntos y grafos) con el objetivo de estudiar todas las implicaciones que conlleva su uso en cuanto a las complejidades espacial y temporal.
Igualmente se profundiza en el estudio de estructuras interesantes desde el punto de vista del tiempo de ejecución: las tablas de dispersión y los montículos, estructura ésta última a la que recurriremos más adelante cuando se trate de implementar mejoras en algoritmos de grafos y algún caso de programación dinámica. La complejidad de la operación de búsqueda puede servir como hilo conductor en buena parte de este tema.
Conviene en una introducción de esta parte del curso el insistir en los criterios de estructuración que debemos mantener en el diseño de cualquier aplicación, motivando el uso de tipos de datos abstractos y su consiguiente implementación mediante módulos. El objetivo es dar así las líneas generales de lo que se considera la disciplina de programación que debe exigirse al estudiante para la realización de las prácticas. 
Unidades de contenido:
 1. Pilas, colas, listas.
 2. Árboles, montículos.
 3. Dispersión (hashing).
 4. Conjuntos disjuntos.
 5. Grafos (representación). 


Tema 3
Título del tema: Algoritmos sobre secuencias y conjuntos de datos
Código: T3
Presentación: El problema de la ordenación de una secuencia de elementos se convierte en esta parte del curso en una excusa ideal tanto para estudiar la complejidad de varios tipos de algoritmos como para presentar diferentes estrategias de diseño de algoritmos que se pueden extrapolar para la resolución de otros problemas.
Uno de los algoritmos a los que se le dedicará especial atención es a la ordenación rápida, ya que permite introducir la característica fundamental de los algoritmos aleatorios, que se comportan de forma distinta al ejecutarse con una misma entrada. Una consecuencia directa es que el calificativo de peor caso o mejor caso para una entrada deja de tener sentido, aspecto que es importante debatir en clase. 
Unidades de contenido:
 1. Algoritmos de búsqueda.
 2. Algoritmos de ordenación: Inserción, Shell, Montículos (heapsort), Fusión (mergesort), Ordenación Rápida (quicksort).
 3. Algoritmos aleatorios.



Tema 4
Título del tema: Algoritmos voraces
Código: T4
Presentación: En este tema se estudian algoritmos ávidos o voraces. Una vez explicada la técnica a través de sus características generales que presentaremos con la ayuda de algún ejemplo, se estudiarán los algoritmos más representativos de esta categoría: los algoritmos de grafos, una solución al problema de la mochila y algún problema de
planificación de tareas. 
Unidades de contenido:
 1. Problema de la mochila.
 2. Algoritmos de grafos: Ordenación Topológica, Árbol de recubrimiento mínimo, Caminos mínimos.
 3. Problemas de planificación de sistemas informáticos.



Tema 5
Título del tema: Diseño de algoritmos por inducción
Código: T5
Presentación: En este punto, ya se habrá visto a lo largo del curso varios algoritmos que siguen la estrategia divide y vencerás: ordenación por fusión y ordenación rápida, búsqueda dicotómica, suma de la subsecuencia máxima. . . El trabajo propuesto en la primera unidad de este tema consiste básicamente en generalizar los planteamientos de dicha estrategia identificando sus distintas características en cada uno de los algoritmos propuestos.
En la segunda unidad del tema se plantea usar una estrategia ascendente mediante la búsqueda de una solución general a partir de las soluciones de subproblemas elementales. Desde el punto de vista de la eficiencia se cuestionará el uso de técnicas descendentes como divide y vencerás en determinadas situaciones. Mientras que con la opción de la programación dinámica se buscará un compromiso que permita, cuando sea posible, una optimización de la cantidad de memoria requerida por el algoritmo. 
Unidades de contenido:
 1. Divide y Vencerás.
 2. Programación dinámica: Principio de optimalidad, Problema de la mochila.



Tema 6
Título del tema: Exploración de grafos.
Código: T6
Presentación: El objetivo de este tema es el de dar una visión más amplia de las aplicaciones de los grafos en el tratamiento de problemas de diversa índole, así como la de no dejar de lado las técnicas algorítmicas ligadas al desarrollo de importantes áreas de la computación como la inteligencia artificial.
Los algoritmos de grafos vistos en el tema de algoritmos voraces (T4) coinciden en realizar un recorrido de todos los nodos del grafo. Se insistirá entonces en cómo mejorar los tiempos de ejecución de los algoritmos que se presenten evitando un análisis exhaustivo de todos los nodos. 
Unidades de contenido:
 1. Juegos de estrategia.
 2. Recorridos.
 3. Algoritmos con retroceso.



Tema 7
Título del tema: Complejidad Computacional.
Código: T7
Presentación: En este último tema planteamos un razonamiento sobre el conjunto de los algoritmos capaces de resolver cada tipo de problema. Hablaremos de las complejidades de los problemas, de cotas inferiores para la complejidad de los problemas y de NP-compleción, en definitiva, de las principales técnicas y conceptos que se utilizan en el estudio de la complejidad computacional. 
Unidades de contenido:
 1. NP-Completitud, Problemas NP-completos


",,https://guiadocente.udc.es/guia_docent/index.php?centre=614&ensenyament=614G01&assignatura=614G01011&any_academic=2019_20&idioma=cast&fitxa_apartat=3&idioma_assig=cast,"


Básica



               G. Brassard y P. Bratley (1997). Fundamentos de Algoritmia. Prentice Hall 
               U. Manber (1989). Introduction to Algorithms - A Creative Approach. Addison Wesley 
               M. A. Weiss (1995). Estructuras de Datos y Algoritmos. Addison Wesley




 



Complementária



               R. Sedgewick (1988). Algorithms. Addison Wesley 
               R. Peña Marí (2005). Diseño de Programas. Formalismo y Abstracción. Tercera edición.. Pearson Prentice Hall 
               T. H. Cormen, C. E. Leiserson y R. L. Rivest (1990). Introduction to Algorithms. MIT Press  
               B. W. Kernighan y D. M. Ritchie (1991). El lenguaje de programación C, 2ª edición. Prentice Hall 
               F. Aguado, F. Gago, M. Ladra, G. Pérez, C. Vidal y A. M. Vieites (2018). Problemas resueltos de Combinatoria. Laboratorio con SageMath. Paraninfo




 

"
11,614G01012,Estructura de Computadores,Obligatoria,6,1,2,"Español, Gallego","


Tema
Subtema


1. Evaluación de prestaciones 
1. Introducción
2. Definición de métricas de rendimiento
3. Evaluación y comparación de rendimiento
4. Técnicas de medida y bechmarks 


2. Introducción al paralelismo a nivel de instrucción 
1. Introducción 
2. Dependencias y paralelismo a nivel de instrucción
3. Riesgos en la ejecución
4. Cauce segmentado en el MIPS 


3.Procesamiento de saltos 
1. Técnicas estáticas
2. Técnicas dinámicas
3. Salto retardado 


4. Sistemas de Memorias 
1. Introducción
2. Memoria principal
3. Jerarquía de memoria 


5. Cachés 
1. Introducción
2. Operación de un sistema caché
3. Métrica del rendimiento de una caché
4. Técnicas de optimización 


6. Memoria virtual 
1. Introducción
2. Sistemas paginados
3. Sistemas segmentados 


7. Sistemas de almacentamiento 
1. Conceptos básicos
2. Tipos de dispositivos de almacenamiento
3. RAID de discos 


8. Buses: conexión E/S con CPU/Memoria 
1. Introducción
2. Buses e interconexión
3. Ejemplos de buses estándar 

",,https://guiadocente.udc.es/guia_docent/index.php?centre=614&ensenyament=614G01&assignatura=614G01012&any_academic=2019_20&idioma=cast&fitxa_apartat=3&idioma_assig=cast,"


Básica



               Patterson, D. A. y Hennessy, J. L. (2011). Estructura y Diseño de Computadores. La interfaz hardware/software. Reverté 
               Hennessy, J. L. y Patterson, D. A.  (2011). Computer architecture. A quantitative approach. Morgan Kaufmann




 



Complementária



               Hamacher, C., Vranesic, Z.,  Zaky, S. y Manjikian, N. (2011). Computer Organization and Embedded systems. McGraw-Hill 
               Patterson, D. A. y Hennessy, J. L.  (2005). Computer organization and design: The hardware/software interface. Morgan Kaufmann  
               Stallings, W. (2009). Computer Organization and Architecture: Designing for Performance. Prentice Hall 
               Kernighan, R. (1991). El lenguaje de programación C. Prentice Hall 
               F. García, J. Carretero, J. D. García y D. Expósito (2009). Problemas Resueltos de Estructura de Computadores. Paraninfo




 

"
12,614G01014,Paradigmas de Programación,Obligatoria,6,1,2,"Español, Gallego","

",,https://guiadocente.udc.es/guia_docent/index.php?centre=614&ensenyament=614G01&assignatura=614G01014&any_academic=2019_20&idioma=cast&fitxa_apartat=3&idioma_assig=cast,"

"
13,614G01015,Diseño Software,Obligatoria,6,1,2,"Español, Gallego","


Tema
Subtema


1. Introducción 
• Diseño software
• Análisis y diseño orientado a objetos 


2. Elementos Básicos de la Orientación a Objetos 
• Clases y objetos
• Identidad de objetos
• Estado de objetos
• Comportamento de objetos 


3. Propiedades Básicas de la Orientación a Objetos 
• Abstracción y encapsulamiento
• Modularidad
• Jerarquía
• Polimorfismo
• Tipificación
• Ligadura dinámica 


4. Lenguaje Unificado de Modelado (UML)  
• Introducción
• Bloques básicos del UML
• Diseño estático: Diagramas de clases
• Diseño dinámico: Diagramas de interacción
• Otros diagramas 


5. Principios de Diseño 
• Calidad en el diseño
• Principios SOLID
• Tipos de herencia 


6. Patrones de Diseño 
• Introducción a los patrones de diseño
• Patrones elementales
• Diseños adaptables a los cambios
• Diseños débilmente acoplados
• Patrones y colecciones de objetos
• Otros patrones y principios 


Prácticas 
• Introducción a Java y NetBeans
• Pruebas de software
• Gestión de excepciones 
• Uso de un repositorio de código 

",,https://guiadocente.udc.es/guia_docent/index.php?centre=614&ensenyament=614G01&assignatura=614G01015&any_academic=2019_20&idioma=cast&fitxa_apartat=3&idioma_assig=cast,"


Básica



               Sierra, K., Bates, B. (2005). Head First Java. O’Reilly 
               Schildt, H. (2018). Java 9. Anaya Multimedia 
               Booch J.; Rumbaugh J. y Jacobson I. (2006). El Lenguaje Unificado de Modelado (2ª ed.) The Unified Modeling Language (2nd ed.). Addison Wesley 
               Martin, R.C. (2004). UML para programadores Java. UML for Java Programmers. Pearson 
               Gamma, E.; Helm, R.; Johnson, R. y Vlissides J. (1996). Design Patterns: Elements of Reusable Object-oriented Software.. Addison Wesley




 



Complementária



               	Eckel, B. (2007). Piensa en Java (4ª ed.). Thinking in Java (4th ed.). Prentice-Hall 
               Rumbaugh, J.; Jacobson, I. y Booch, J. (2004). The Unified Modeling Language Reference Manual. Addison Wesley 
               Bloch, J. (2017). Effective Java (3rd ed.). Addison Wesley 
               Martin, R.C.  (2012). Código limpio : manual de estilo para el desarrollo ágil de software. Anaya Multimedia 
               Freeman, E., Freeman, E., Bates, B. (2004). Head First Design Patterns. O'Reilly 
               Grand M. (2002). Patterns in Java. John Wiley & Sons




 

"
14,614G01013,Bases de Datos,Obligatoria,6,2,2,"Español, Gallego","


Tema
Subtema


Bases de datos relacionales 
Lenguaje SQL: consultas avanzadas, DDL, SQL embebido, vistas. 


Diseño de Bases de Datos 
Problemas de diseño (Anomalías)
Fases de diseño
Normalización
Diseño conceptual
Paso de ER a modelo Relacional



Sistemas de ficheros 
Ficheros.
Índices.



Concurrencia y recuperación ante fallos 
Problemas debidos a la concurrencia y fallos
Transacciones
Técnicas de recuperación ante fallos
Técnicas de control de la concurrencia  

",,https://guiadocente.udc.es/guia_docent/index.php?centre=614&ensenyament=614G01&assignatura=614G01013&any_academic=2019_20&idioma=cast&fitxa_apartat=3&idioma_assig=cast,"


Básica



               A. Silberschatz; H. Korth; S. Sudarshan  (2010). Database System Concepts.  McGraw Hill 
               Elmasri, R.; Navathe, S.  (2011). Database systems: models, languages, design, and application programming.  Addison-Wesley 
               Alan Beaulieu  (2009). Learning SQL (2nd Ed). O'Reilly




 



Complementária



               Cuadra, D.; Castro, E.; Iglesias, A. M.; Martínez, P.; Calle, F. J.; de Pablo, C.; Al-Jumaly, H.; Mo (2007). Desarrollo de Bases de Datos: casos prácticos desde el análisis a la implementación. Madrid: Ra-ma 
               de Miguel, A,; Martínez, P.; Castro, E.; Cavero, M., Cuadra, D.; Iglesias, A. M.; Nieto, C. (2001). Diseño de bases de datos. Problemas resueltos. Madrid: Ra-ma




 

"
15,614G01017,Redes,Obligatoria,6,2,2,"Español, Gallego","


Tema
Subtema


Introducción 
Redes de ordenadores e Internet
Introducción a TCP/IP  


Capa de Aplicación  
Protocolos del nivel de aplicación I
Protocolos del nivel de aplicación II 


Capa de Transporte 
UDP y TCP
Conexiones TCP
Intercambio de datos TCP  


Capa de Red 
IP y subredes
Enrutamiento
ICMP
IPv6 


Capa de Enlace 
TCP/IP y el nivel de enlace
Tecnologías del nivel de enlace 

",,https://guiadocente.udc.es/guia_docent/index.php?centre=614&ensenyament=614G01&assignatura=614G01017&any_academic=2019_20&idioma=cast&fitxa_apartat=3&idioma_assig=cast,"


Básica



               James F. Kurose, Keith W. Ross (). Computer Networking. A top-down approach.. Addison Wesley 
               W. Richard Stevens (2011). TCP/IP Illustrated, Vol. 1: The Protocols. Addison Wesley




 



Complementária






 

"
16,614G01018,Concurrencia y Paralelismo,Obligatoria,6,2,2,"Español, Gallego","


Tema
Subtema


T1. Principios de programación concurrente 
1.1 Conceptos.
1.1.1 Arquitecturas hardware
1.1.2 Sistemas operativos
1,1.3 Procesos e Threads
1.2 Programación Multiproceso (fork/join)
1.3 Programación Multithread
1.4 Sección crítica.
1.5 Exclusión mutua
1.6 Instruccións atómicas
1.7 Sincronización mediante condicións
1.8 Semáforos
1.8.1 Mutex
1.8.2 Semáforos
1.9 Interbloqueo. Prevención, evitación, recuperación.
1.10 Inanición.
1.11 Comunicación e sincronización
1.12 Escalabilidade 


T2. Algoritmos concorrentes 
2.1 Productores/consumidores.
2.2 Lectores/escritores
2.3 Filósofos ceando
2.4 Compartición nula 


T3. Principios de programación paralela 
3.1 Conceptos
     3.1.1 Niveis de paralelismo
     3.1.2 Dependencias de datos
3.2 Modelo de paso de mensaxes
      3.2.1 Conceptos básicos
      3.2.2 Comunicación punto a punto
      3.2.3 Operacións colectivas
3.3 Análise de algoritmos paralelos
      3.3.1 Medidas de prestacións de algoritmos paralelos
3.4 Metodoloxía da programación paralela
      3.4.1Descomposición en tarefas
      3.4.2 Asignación de tarefas
      3.4.3 Técnicas de optimización
3.5 Esquemas algorítmicos paralelos
      3.5.1 Single Process Multiple Data
      3.5.2 Paradigma Master/slave 


T4. Deseño de algoritmos e aplicacións paralelas 
4.1 Bibliotecas de paso de mensaxes
4.2 Casos de estudo
4.3 Evaluación de rendemento
4.4 Aplicación de técnicas de optimización 

",,https://guiadocente.udc.es/guia_docent/index.php?centre=614&ensenyament=614G01&assignatura=614G01018&any_academic=2019_20&idioma=cast&fitxa_apartat=3&idioma_assig=cast,"


Básica



               Doug Lea (2000). Concurrent programming in Java design, principles and patterns . Reading, Massachusetts: Addison Wesley 
               Joe Armstrong (2007). Programming Erlang: Software for a Concurrent World. United States: Pragmatic Programmers 
               Francisco Almeida [et al.] (2008). Introducción a la Programación Paralela. Madrid: Paraninfo Cengage Learning 
               Peter S. Pacheco (1997). Parallel Programming with MPI. San Francisco, California : Morgan Kauffman




 



Complementária



               Wilkinson, B. y Allen, M.. (1999). Parallel Programming. Techniques and Applications Using Networked Workstations and Parallel Computers. . Upper Saddle River, New Jersey : Prentice Hall,




 

"
17,614G01019,Proceso Software,Obligatoria,6,2,2,"Español, Gallego","

",,https://guiadocente.udc.es/guia_docent/index.php?centre=614&ensenyament=614G01&assignatura=614G01019&any_academic=2019_20&idioma=cast&fitxa_apartat=3&idioma_assig=cast,"

"
18,614G01020,Sistemas Inteligentes,Obligatoria,6,2,2,"Español, Gallego","


Tema
Subtema


1. Introducción 
1.1 Aspectos históricos
1.2 Cuestiones preliminares
1.3 Consideraciones generales 


2. Resolución de Problemas 
2.1 Introducción a la resolución de problemas en IA
2.2 El concepto de “espacio de estados”
2.3 Características generales de los procesos de búsqueda
2.4 Métodos de búsqueda puros: anchura y profundidad
2.5 Estrategias de exploración del espacio de estados  


3. Representaciones estructuradas del conocimiento 
3.1 Aspectos generales
3.2 Métodos declarativos de representación
3.3 Métodos procedimentales de representación
3.4 Ejemplos y realización de un caso práctico



4. Sistemas de producción 
4.1 Arquitectura: Base de conocimientos, memoria activa, motor de inferencias.
4.2 Dinámica de los sistemas de producción
4.3 Ciclo básico de un sistema de producción  


5. Breve Introducción al Razonamiento en IA 
5.1 Fundamentos de razonamiento categórico
5.2 Fundamentos de razonamiento bayesiano



6. Sistemas Conexionistas: Origen y Contexto; Fundamentos Biológicos  
6.1 Evolución Histórica y Precursores. 
6.2 Nacimiento de los Sistemas Conexionistas. 
6.3. Bases Biológicas de los Sistemas Adaptativos
6.4. Adquisición y organización de los conocimientos en Sistemas Adaptativos. 



7. Arquitectura, Alimentación y Aprendizaje de los Sistemas Conexionistas  
7.1. Elemento de procesado en Sistemas Conexionistas.
7.2 Comparación entre el elemento biológico y el formal
7.3 Alimentación y Arquitectura de los Sistemas Conexionistas.
7.4 Aprendizaje en Sistemas Conexionistas. 


8. Sistemas Conexionistas con Alimentación Hacia Delante  
8.1. Adaline 
8.2. Perceptrón 
8.3. Aplicaciones




9. Otros Modelos de Sistemas Conexionistas 
9.1  Redes auto-organizativas
9.2. Otros modelos auto-organizativos: Crecimiento de redes  
9.3. Memorias de Hopfield   


10. Nuevas Aproximaciones en Sistemas de Inteligencia Sub-simbólica  
10.1 Computación Evolutiva.
10.2 Vida Artificial.
10.3 Tecnologías NBIC


",,https://guiadocente.udc.es/guia_docent/index.php?centre=614&ensenyament=614G01&assignatura=614G01020&any_academic=2019_20&idioma=cast&fitxa_apartat=3&idioma_assig=cast,"


Básica



               Russell & Norvig (2004). Inteligencia artificial: un enfoque moderno. Pearson (2ª ed) 
               Moret et al. (2005). Fundamentos de inteligencia artificial. Servicio de publicaciones de la UDC (2ª ed, 2ª imp) 
               José T. Palma, Roque Marín Morales et al. (2008). Inteligencia artificial - Técnicas, métodos y aplicaciones. McGraw Hill (1ª ed.)




TEMAS 6 y 7 Cajal, S.: “Textura del SistemaNervioso del Hombre y los Vertebrados”. Tomo I. Ed. Alianza. 1989.Haykin, S.: “Neural Networks: A
Comprehensive Foundation”. McMillan
 College Publishing. New York. 1994.Hertz,
J., Krogh, A. &amp; Palmer, R.: “Introduction to the Theory of Neural
Computation”. Santa Fe Institute, Addison-Wesley Editores 1991.McCulloch,
W. S., and Pitts, W.: “A Logical Calculus of the Ideas Inmanent in the Neural
Nets”. Buletin of Mathematical Biophysics, vol. 5, pp. 115-137. 1943.Minsky,M. &amp; Papert, S.: “Perceptrons”. Cambridge,MIT Press, 1969.Rosenblueth,
A., Wiener, N, and Bigelow, J.: “Behavior, Purpose and Teleology”. Phylosophy
of Science nº10, pp. 18-24. 1943.Wiener,
N.: “Cibernetics or Control and Communications in the Animals and Machines”.
Ed. MIT. Press. 1948.TEMAS 8 y 9 Hertz,J., Krogh, A. &amp; Palmer, R.: “Introduction to the Theory of NeuralComputation”. Santa Fe Institute, Addison-Wesley Editores 1991.Hopfield,
J. &amp; Tank, D.: “Computing with Neural Circuits” A Model”. Science, vol.
233, pp. 625-633. 1986.Kohonen,
T.: “Self organizing maps”. Springer Velag. Berlín. Segunda Edición. 1995.Ríos, J.Pazos, A. y otros: “Estructura, Dinámica y Aplicaciones a las Redes NeuronasArtificiales”. Ed. Ceura. Madrid.1991.Isasi P, Galván I. Redes de Neuronas Artificiales. Un enfoque práctico. Prentice Hall. 2004TEMA 10Gestal M, Rivero D et al. Introducción a los Algoritmos Genéticos y la Programación Genética. Servicio de Publicacións da UDC. 2010. Yao, X. “Evolving Artificial Neural Networks”. In:Proc. IEEE, Vol. 87 nº9 1423-1447. 1999.  



Complementária






 

"
19,614G01021,Gestión de Proyectos,Obligatoria,6,1,3,"Español, Gallego","

",,https://guiadocente.udc.es/guia_docent/index.php?centre=614&ensenyament=614G01&assignatura=614G01021&any_academic=2019_20&idioma=cast&fitxa_apartat=3&idioma_assig=cast,"

"
20,614G01022,Interfaces Hombre Máquina,Obligatoria,6,1,3,"Español, Gallego","

",,https://guiadocente.udc.es/guia_docent/index.php?centre=614&ensenyament=614G01&assignatura=614G01022&any_academic=2019_20&idioma=cast&fitxa_apartat=3&idioma_assig=cast,"

"
21,614G01023,Internet y Sistemas Distribuidos,Obligatoria,6,1,3,"Español, Gallego","

",,https://guiadocente.udc.es/guia_docent/index.php?centre=614&ensenyament=614G01&assignatura=614G01023&any_academic=2019_20&idioma=cast&fitxa_apartat=3&idioma_assig=cast,"

"
22,614G01024,Legislación y Seguridad Informática,Obligatoria,6,1,3,"Español, Gallego","


Tema
Subtema


Fundamentos y categorías de ataques. 
 


La trilogía (""host discovery"", ""port scanning"", ""fingerprinting"") 
 


Ocultación. 
 


“Sniffing”. 
 


[D]DoS. 
 


Seguridad a nivel físico. 
 


Monitorización y filtrado en seguridad de la información. 
 


Certificados digitales y autoridades de certificación. 
 


Auditorias de seguridad. 
 


La regulación jurídica de la informática. 
- Derecho. Elementos y conceptos jurídicos básicos.
- Ética profesional y deontología.
- Autorregulación. Códigos de conducta, códigos de práctica, códigos tipo. 


La prestación de servicios y la tutela de los derechos en la sociedad de la información. 
- La prestación de servicios en la sociedad de la información. Servicios de intermediación. Servicios de certificación.
- La contratación electrónica y la contratación informática.
- Las comunicaciones comerciales electrónicas.
- La firma electrónica.
- La Administración electrónica.
- La resolución judicial de conflictos.
- Las soluciones extrajudiciales. La autorregulación. El arbitraje electrónico. 


La protección de los datos de carácter personal. 
- Introducción y delimitaciones conceptuales.
- Constitución, derechos fundamentales y protección de datos.
- La legislación española de protección de datos de carácter personal. Disposiciones generales. Principios. Sujetos. Derechos. Obligaciones. Medidas de seguridad. Procedimientos.
- Autorregulación y protección de datos personales.
- Criminalidad informática y datos personales.



Temario Prácticas. 
- Seguridad (fundamentos y configuraciones básicas).
- Categorías de ataques e identificación de recursos.
- Autoridades de certificación
- Auditorías de seguridad. 

",,https://guiadocente.udc.es/guia_docent/index.php?centre=614&ensenyament=614G01&assignatura=614G01024&any_academic=2019_20&idioma=cast&fitxa_apartat=3&idioma_assig=cast,"


Básica



               A. Santos del Riego (). Legislación [Protección] y Seguridad de la Información. http://psi-udc.blogspot.com 
               debian.org (). Debian. http://www.debian.org/ 
               yolinux (). yolinux. http://www.yolinux.com/ 
               Packet Storm (). Packet Storm. http://packetstormsecurity.org/ 
                (). Criptored. http://www.criptored.upm.es/ 
               Miguel PEGUERA POCH (coord.) (2010). Principio de Derecho de la sociedad de la información. Cizur Menor: Aranzadi 
               José APARICIO SALOM (2009). Estudio sobre la Ley Orgánica de protección de datos de carácter personal. Pamplona: Aranzadi 
               Lorenzo COTINO, Julián VLAERO (coords.) (2010). Administración electrónica. Valencia: Tirant lo Blanch 
               José Luis PIÑAR MAÑAS (dir.) (2011). electrónica y ciudadanos. Madrid: Civitas 
               Manuel CASTELLS (2009). Comunicación y poder. Madrid: Alianza 
               Miguel Ángel DAVARA RODRÍGUEZ (2008). Manual de Derecho informático. Pamplona: Aranzadi 
               Antonio TRONCOSO (2010). La protección de datos personales. En busca del equilibrio. Valencia: Tirant lo Blanch 
               Gonzalo F. GÁLLEGO HIGUERAS (2010). Código de Derecho informático y de las nuevas tecnologías. Madrid: Civitas 
               Javier ORDUÑA, Gonzalo AGUILERA (dir.) (2009). Comercio, Administración y Registros electrónicos. Madrid: Civitas 
               Willian Stallings (2014). Network Security Essentials. Applications and Standards. Prentice Hall




 



Complementária



                (). Security Focus. http://www.securityfocus.com/ 
                (). Common Vulnerabilities and Exposures (CVE). http://www.cve.mitre.org/ 
                (). NIST Computer Security Division. http://csrc.nist.gov/ 
                (). CERT:Computer Emergence Response Team. http://www.cert.org 
                (). AntiOnline. http://www.antionline.com/ 
                (). Delitos Informáticos. http://www.delitosinformaticos.com/ 
                (). (in)secure magazine. http://www.net-security.org/insecure-archive.php 
                (). Linux Journal. http://www.linuxjournal.com/ 
                (). Security art work. http://www.securityartwork.com/ 
                (). Security by default. http://www.securitybydefault.com/ 
               Pekka HIMANEN (2002). La ética del hacker y el espíritu de la era de la información. Barcelona, Destino 
               Lawrence LESSIG (2001). El código y otras leyes del ciberespacio. Madrid, Taurus 
               Justo GÓMEZ NAVAJAS (2005). La protección de los datos personales. Cizur Menor, Thomson Civitas 
               Fernando MIRÓ LLINARES (2005). Internet y delitos contra la propiedad intelectual. Valencia: Tirant lo Blanch 
               Antoni FARRIOLS I SOLA (2006). La protección de datos de carácter personal en los centros de trabajo. Madrid: Cinca 
               Pedro DE MIGUEL ASENSIO (2011). Derecho privado de internet. Madrid: Civitas 
               Esther MORÓN LERMA (2002). Internet y Derecho penal. Pamplona: Aranzadi




 

"
23,614G01025,Gestión de Infraestructuras,Obligatoria,6,1,3,"Español, Gallego","

",,https://guiadocente.udc.es/guia_docent/index.php?centre=614&ensenyament=614G01&assignatura=614G01025&any_academic=2019_20&idioma=cast&fitxa_apartat=3&idioma_assig=cast,"

"
24,614G01026,Arquitectura del Software,Optativa,6,2,3,"Español, Gallego","


Tema
Subtema


Concepto de arquitectura software 
Definición de arquitectura software
Estructuras y vistas
-  Notación
--    C4
--    Estándar IEEE 1471
Ciclo de vida y negocio de la arquitectura software 


Modelos y arquitecturas de referencia 
Parámetros de calidad en arquitectura software
Tipos de arquitecturas
-  Arquitectura en capas
-  Arquitectura de repositorio
-  Arquitectura cliente/servidor (orientada a servicios)
-  Arquitectura 'pipe and filter' (basada en componentes)
-  Arquitecturas distribuidas
--    Arquitecturas maestro/esclavo
--    Arquitecturas cliente/servidor multicapa
--    Arquitecturas P2P
-  Otras arquitecturas
--    Sistemas embebidos
--    Sistemas orientados a aspectos 


Diseño e integración de componentes. Patrones arquitecturales. 
Estrategias de diseño
Patrones de arquitectura
Reutilización
-  Sistemas COTS y legacy
-  Estilos de integración
--    Transferencia de ficheros
--    Compartición de fuentes de datos
--    Invocación de procedimientos remotos
--    Paso de mensajes
Reconstrucción / reingeniería de sistemas 


Trazabilidad y pruebas de integración 
Proceso de integración
Verificación y pruebas de integración
-   Pruebas funcionales
-   Pruebas no funcionales
Validación y usabilidad 

",,https://guiadocente.udc.es/guia_docent/index.php?centre=614&ensenyament=614G01&assignatura=614G01026&any_academic=2019_20&idioma=cast&fitxa_apartat=3&idioma_assig=cast,"


Básica



               Sommerville, Ian (2011). Ingeniería de software. Addison Wesley 
               Hohpe, Gregor (2004). Enterprise integration patterns designing, building and deploying messaging solutions. Addison-Wesley 
               Clements, Paul [et al.] (2003). Documenting software architectures : views and beyond. Addison-Wesley 
               Bass, Len [et al.] (2003). Software architecture in practice. Addison-Wesley 
               Fowler, Martin (2003). Patterns of enterprise application architecture. Addison-Wesley 
               Braude, Eric J. (2001). Software engineering an object-oriented perspective. John Wiley & Sons 
               Schmidt, Douglas [et al.] (2000). Pattern-oriented software architecture. John Wiley & Sons 
                Hébert, Fred (2013).  	Learn you some Erlang for great good : a beginner's guide. No Starch Press 
               Bruce A. Tate [et al.] (2014).  	Seven more languages in seven weeks : languages that are shaping the future. The Pragmatic Boolshelf




 



Complementária






 

"
25,614G01027,Ingeniería de Requisitos,Optativa,6,2,3,"Español, Gallego","

",,https://guiadocente.udc.es/guia_docent/index.php?centre=614&ensenyament=614G01&assignatura=614G01027&any_academic=2019_20&idioma=cast&fitxa_apartat=3&idioma_assig=cast,"

"
26,614G01028,Aseguramiento de la Calidad,Optativa,6,2,3,"Español, Gallego","

",,https://guiadocente.udc.es/guia_docent/index.php?centre=614&ensenyament=614G01&assignatura=614G01028&any_academic=2019_20&idioma=cast&fitxa_apartat=3&idioma_assig=cast,"

"
27,614G01029,Bases de Datos Avanzadas,Optativa,6,2,3,"Español, Gallego","

",,https://guiadocente.udc.es/guia_docent/index.php?centre=614&ensenyament=614G01&assignatura=614G01029&any_academic=2019_20&idioma=cast&fitxa_apartat=3&idioma_assig=cast,"

"
28,614G01030,Programación Avanzada,Optativa,6,2,3,"Español, Gallego","

",,https://guiadocente.udc.es/guia_docent/index.php?centre=614&ensenyament=614G01&assignatura=614G01030&any_academic=2019_20&idioma=cast&fitxa_apartat=3&idioma_assig=cast,"

"
